NC_SF_M5	NC_SF_R7	LP_CAS_R2	LP_CAS_M4	NC_CAS_R9	NC_SF_M3	LP_SF_M9	LP_CAS_R4	NC_CAS_R3	NC_CAS_R5	LP_Heat_1	NC_SF_M2	LP_SF_R8	LP_SF_M1	NC_SF_M7	NC_CAS_R8	LP_SF_M3	NC_SF_M1	LP_SF_M8	NC_SF_M4	NC_SF_R1	LP_SF_R4	NC_CAS_M3	NC_CAS_M8	NC_SF_R6	LP_SF_M7	NC_SF_M9	LP_SF_R2	LP_SF_M4	LP_CAS_R7	NC_SF_M8	NC_CAS_M2	NC_SF_R2	NC_SF_R4	LP_Free_2	LP_CAS_M2	LP_CAS_M1	NC_CAS_R6	NC_CAS_R7	LP_CAS_R3	LP_SF_R9	LP_CAS_R8	NC_CAS_M4	LP_CAS_M3	LP_CAS_R1	LP_SF_R5	NC_CAS_R2	NC_CAS_R4	NC_SF_M6	NC_CAS_M1	NC_CAS_M9	NC_SF_R9	LP_SF_R1	NC_CAS_M6	NC_SF_R8	LP_CAS_M9	LP_CAS_M5	LP_CAS_R5	LP_SF_R6	NC_CAS_M7	LP_SF_M2	LP_SF_R7	LP_SF_M6	LP_CAS_M6	NC_SF_R5	NC_CAS_R1	LP_Free_1	LP_CAS_R6	NC_CAS_M5	LP_CAS_R9	LP_CAS_M8	NC_SF_R3	LP_CAS_M7	LP_Heat_2	NC_Free_2	NC_Heat_2	NC_Free_3	NC_Heat_3	LP_SF_M5	NC_Heat_1	LP_SF_R3	Free_Leaf_1	NC_Free_1	Free_Leaf_2	LP_Free_3	LP_Heat_3	Free_Leaf_3	H2O_2	H2O_3	H2O_1
Zotu2148	5	4	0	0	0	8	5	0	0	0	0	12	1	8	8	0	4	13	2	4	1	3	0	0	4	1	10	1	5	0	4	0	3	4	0	0	0	0	0	0	1	0	0	1	0	3	0	0	10	1	1	7	1	1	2	3	0	0	3	0	8	1	6	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Zotu53	1	6	785	10	117	3	4	247	68	67	0	5	1	3	0	96	2	8	0	1	0	0	35	26	2	2	1	0	0	541	6	16	0	9	0	72	56	49	71	738	2	472	16	58	922	0	41	56	0	29	24	7	2	15	5	10	20	264	0	20	2	2	0	12	2	54	0	298	10	573	4	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu162	144	8	0	5	0	270	3	0	2	0	47	439	8	212	3	0	273	333	1	154	39	362	3	2	223	1	5	304	133	1	9	1	35	280	147	4	3	0	0	2	15	1	5	3	1	435	1	0	173	2	2	5	286	4	7	3	3	0	288	0	231	11	106	4	104	1	176	0	3	3	0	54	0	47	27	11	38	32	71	19	94	0	29	0	164	33	0	0	0	0
Zotu154	0	0	10	38	183	0	1	7	11	149	0	1	0	0	0	197	0	0	0	0	2	0	18	5	42	0	0	0	0	2	0	10	5	62	0	27	22	86	134	8	0	1	55	22	3	0	16	134	0	17	9	0	0	32	0	66	47	4	0	11	0	0	0	37	19	5	0	8	37	5	38	6	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu129	66	90	140	23	368	70	4	173	91	254	0	113	7	46	15	379	47	119	0	55	101	14	148	38	176	4	19	22	15	122	33	100	65	253	0	14	10	138	309	165	6	104	61	13	173	16	110	198	72	138	29	106	23	27	60	9	17	163	13	33	46	5	12	15	132	84	0	224	40	134	6	97	5	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0
Zotu2745	0	0	0	2	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2	32	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu29	300	324	286	395	873	392	154	647	518	818	0	706	147	355	228	864	387	631	126	246	146	211	493	418	449	130	348	211	234	542	306	376	163	534	0	971	1019	471	579	258	222	477	595	749	325	262	407	722	337	532	260	387	197	361	223	204	426	779	174	332	378	129	221	315	238	425	0	790	324	573	156	232	164	0	1	0	0	3	185	0	119	0	0	0	1	0	0	0	0	0
Zotu369	2	18	0	0	0	1	210	0	0	0	1	1	309	23	12	0	30	4	235	2	30	65	0	0	169	182	12	88	11	0	13	1	32	251	1	1	0	0	0	0	397	0	0	0	0	76	0	0	1	0	0	24	77	0	20	0	2	0	50	0	34	267	6	0	102	0	1	0	0	0	0	41	0	1	0	0	21	0	8	0	33	0	2	0	2	2	0	0	0	0
Zotu2605	0	0	4	54	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	50	30	0	0	0	0	0	0	0	29	0	0	0	53	60	0	1	0	0	0	37	38	0	0	0	1	0	51	12	0	0	20	0	37	54	1	0	14	0	0	0	43	0	0	0	1	29	2	27	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu50	19	35	775	28	756	6	3	735	803	523	0	13	4	10	3	721	4	6	1	4	37	6	235	163	71	1	6	14	1	675	4	144	23	98	0	44	31	313	499	890	2	739	109	29	807	11	633	400	10	171	109	37	13	49	12	14	9	736	8	143	14	1	0	20	70	693	0	836	58	834	6	25	6	0	0	0	0	1	0	0	6	1	0	1	0	0	0	0	0	0
Zotu61	1	0	23	843	8	35	1	14	5	6	0	56	0	2	0	3	0	55	0	1	0	0	902	586	0	0	0	0	0	33	1	634	0	0	0	906	1013	4	5	13	1	27	857	724	18	0	4	4	1	779	356	0	0	382	0	618	1192	23	0	478	0	0	0	879	0	10	0	20	355	33	411	1	423	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu581	0	0	7	44	1	3	0	9	2	2	0	3	0	1	0	5	0	7	0	0	0	0	79	48	0	0	0	0	0	12	0	59	0	0	0	73	82	1	1	13	0	8	73	61	13	0	0	2	0	67	38	0	0	49	0	40	68	11	0	47	0	0	0	78	0	0	0	11	37	7	43	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu106	0	1	10	40	340	5	0	17	78	1459	0	5	0	21	0	394	27	2	2	0	24	5	257	118	40	0	0	8	2	15	0	235	23	29	0	29	31	752	272	14	0	14	460	28	19	7	75	1172	0	254	96	2	9	206	0	9	68	5	6	97	26	0	2	45	15	83	0	7	199	15	10	34	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu594	0	0	11	11	62	0	0	4	161	136	0	0	0	0	0	65	0	0	0	0	1	0	14	10	0	0	0	0	0	6	0	7	0	0	0	14	10	75	51	14	0	5	64	8	15	0	126	109	0	9	6	0	0	42	0	1	3	1	0	9	0	0	0	2	0	152	0	5	39	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu131	347	238	0	1	1	812	425	0	27	100	0	1534	290	242	200	5	303	1127	341	263	113	74	4	7	128	270	286	168	415	0	239	2	93	158	0	3	2	44	0	0	326	0	4	0	0	80	20	74	367	2	0	255	150	3	146	1	2	1	66	0	291	224	453	4	90	22	0	0	2	0	0	130	2	0	0	0	0	0	333	0	104	0	0	0	0	0	0	0	0	0
Zotu678	34	9	0	0	1	40	9	0	0	0	0	43	6	78	58	1	89	55	16	30	1	3	0	0	15	8	71	2	31	0	47	0	0	16	0	0	0	1	0	0	5	0	0	0	0	5	0	0	39	0	0	4	2	0	3	0	0	0	3	0	95	4	43	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0
Zotu83	0	1	68	511	65	11	0	31	24	116	0	26	0	0	1	68	2	13	0	0	0	0	495	749	0	0	4	1	0	81	3	362	0	0	0	665	741	56	49	59	0	97	1031	594	64	0	18	95	0	437	486	0	0	481	0	413	659	30	1	634	0	0	0	458	1	24	0	31	520	92	295	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu714	0	2	153	35	87	0	0	82	17	90	0	0	0	0	0	111	0	2	0	0	0	0	14	5	2	0	0	0	0	93	1	16	0	3	0	32	37	37	58	88	0	74	28	13	168	0	17	79	0	15	6	0	0	13	0	18	32	92	0	8	0	0	0	21	0	18	0	121	9	79	15	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu487	25	32	0	1	46	63	7	0	1	147	0	132	35	91	35	52	111	90	10	25	12	26	6	0	26	10	28	18	15	0	33	2	6	17	0	0	0	78	19	0	40	0	1	1	0	32	5	136	41	6	0	23	14	3	11	0	0	0	20	0	100	24	17	2	20	3	0	0	0	0	0	24	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0
Zotu622	31	13	0	0	0	68	20	0	0	0	0	122	25	20	47	0	30	109	20	19	3	22	0	0	39	13	56	17	73	0	49	0	8	41	0	0	0	0	0	0	32	1	0	0	0	16	0	0	27	0	0	12	20	0	10	0	0	0	20	0	32	26	65	0	14	0	0	0	0	0	0	8	0	0	0	0	0	0	40	0	5	0	0	0	0	0	0	0	0	0
Zotu58	30	50	199	210	519	44	9	165	232	1195	0	57	16	19	205	532	41	48	11	15	13	8	666	249	114	4	238	17	6	436	235	530	6	124	0	312	337	663	358	201	22	390	689	220	225	14	231	1061	34	585	165	49	10	324	30	130	233	146	9	175	24	5	4	161	43	207	0	196	340	449	80	8	56	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0
Zotu153	50	555	92	54	20	7	0	159	16	49	0	13	3	3	14	41	4	10	0	24	37	33	54	213	83	3	11	49	1	282	11	32	36	101	0	122	109	35	34	84	2	257	171	92	115	35	11	50	42	62	120	558	37	92	339	92	69	163	27	167	1	1	0	64	46	16	0	184	93	258	88	54	76	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
Zotu8	1116	1394	0	0	5	992	850	0	7	111	0	1640	1384	1759	2034	5	2061	1270	784	853	928	395	1	1	1625	668	3113	1051	684	0	2594	0	961	1770	0	27	29	61	2	4	1977	1	1	34	0	572	4	96	1205	2	0	1698	940	1	968	0	0	0	355	2	1881	1152	651	2	814	8	0	1	0	0	1	1154	0	0	0	0	0	9	482	0	539	0	0	0	0	0	0	0	0	0
Zotu161	59	10	43	23	143	59	26	38	48	674	0	91	3	14	85	152	17	85	25	46	6	7	171	64	9	27	109	7	36	25	99	119	8	17	0	49	69	395	83	53	9	22	129	41	60	6	23	616	46	146	49	12	4	60	7	32	37	43	6	61	23	4	37	22	8	26	0	48	56	39	23	10	20	0	0	0	0	0	26	0	3	0	0	0	1	0	0	0	0	0
Zotu1052	0	0	12	101	5	0	0	8	2	8	0	0	0	0	0	2	0	0	0	0	0	0	132	93	0	1	0	0	0	19	0	94	0	0	0	143	185	3	4	8	0	9	142	109	8	0	2	3	0	127	47	0	0	75	0	50	85	12	0	52	0	0	0	39	0	0	0	13	83	11	40	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu182	1	81	564	18	203	9	1	412	272	378	0	16	5	1	4	181	1	14	1	1	111	6	91	71	592	1	0	22	0	442	0	74	124	700	0	17	27	194	147	707	4	440	69	22	591	11	210	268	0	63	44	77	17	34	27	12	19	452	6	56	0	4	0	6	348	257	0	535	30	513	15	145	12	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0
Zotu60	750	398	0	0	1	1188	337	0	0	6	0	2063	395	1550	1380	0	1730	1848	339	715	266	239	2	1	470	256	1752	297	467	0	1623	0	323	608	0	0	2	1	0	0	599	0	1	2	0	338	0	9	800	3	1	456	265	0	249	0	1	0	187	0	1718	373	466	2	296	0	0	0	3	1	1	329	1	0	0	0	0	2	335	0	155	0	0	0	0	0	0	0	0	0
Zotu1220	19	5	0	0	0	6	8	0	0	0	0	20	5	19	20	0	23	14	5	24	10	4	0	0	5	3	34	10	2	0	28	0	5	15	0	0	0	0	0	0	2	0	0	0	0	14	0	0	26	0	0	1	12	0	1	0	0	0	4	0	14	1	8	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Zotu710	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	2	0	0	1	3	0	4	1	0	0	1	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu56	0	1	25	1045	1	0	0	10	8	4	0	1	0	0	1	6	0	0	0	0	0	0	700	525	1	0	0	0	0	53	0	575	0	0	0	961	1079	6	5	21	0	43	1017	697	13	0	7	7	0	733	360	0	1	513	0	463	1001	11	0	497	0	0	0	708	2	4	0	11	471	37	382	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu155	43	34	389	14	385	2	12	353	284	272	0	4	19	21	3	448	32	3	12	35	50	86	80	72	288	5	5	7	0	390	0	53	52	372	0	19	10	161	284	483	25	307	48	11	434	85	241	200	55	59	55	41	4	30	19	1	15	370	51	61	20	15	0	4	216	266	0	394	27	409	1	64	3	0	0	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0
Zotu80	1340	496	15	16	23	1992	485	222	7	15	0	3633	541	2697	995	24	3406	2565	492	1150	346	541	38	14	1267	414	1235	796	1120	35	1195	25	380	1498	0	26	37	7	15	16	768	35	48	19	23	672	3	21	1517	52	14	572	667	34	312	9	33	230	410	9	3007	502	1216	15	683	2	0	230	27	40	7	471	10	0	0	0	0	2	800	0	363	0	0	1	0	0	0	0	0	0
Zotu661	288	158	77	10	50	183	102	15	21	214	0	326	128	233	249	44	314	220	76	215	44	57	52	2	107	68	425	104	123	15	314	54	47	129	0	39	42	134	25	90	171	21	35	37	73	81	22	180	332	54	1	186	86	17	88	5	8	10	67	3	289	120	117	10	73	8	0	10	19	20	9	50	7	0	0	0	0	0	81	0	47	0	0	0	0	0	0	0	0	0
Zotu88	182	389	1	2	162	304	230	12	50	7	0	610	407	195	311	142	267	445	235	134	142	156	5	4	361	157	513	313	174	29	462	5	149	427	0	3	3	2	98	0	490	33	4	0	5	262	49	2	195	6	4	503	302	1	273	3	1	14	127	1	228	292	158	3	197	75	0	18	4	20	1	165	3	0	0	0	0	0	120	0	189	0	0	0	0	0	0	0	0	0
Zotu212	16	14	373	52	116	30	14	640	58	84	0	44	9	22	10	102	21	40	10	14	8	14	48	53	88	15	18	17	11	189	16	43	17	101	0	66	67	49	41	355	13	213	70	42	445	12	46	79	15	65	30	15	10	44	7	35	48	739	8	38	25	6	5	40	43	42	0	755	44	202	21	18	28	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0
Zotu75	862	121	47	12	120	1123	397	199	189	113	0	1939	216	265	481	138	305	1642	349	720	186	286	11	14	317	335	755	245	51	542	656	13	168	406	0	23	13	59	115	36	237	515	22	17	56	369	165	92	910	8	18	136	251	11	75	7	12	211	215	17	312	187	79	11	160	142	0	196	14	423	4	203	8	0	0	0	0	2	66	0	136	0	0	2	0	0	0	0	0	0
Zotu638	27	18	0	0	0	94	29	0	0	2	0	104	6	5	4	0	12	121	19	24	19	10	0	0	37	19	3	34	110	0	4	0	17	42	0	0	0	0	0	0	8	0	0	1	0	21	0	0	29	0	0	23	36	0	13	0	0	0	10	0	8	8	104	1	20	0	0	0	0	0	0	32	0	0	0	0	0	0	81	0	22	0	0	0	0	0	0	0	0	0
Zotu180	155	94	7	10	16	348	77	65	5	12	0	559	57	191	93	16	258	414	89	148	87	60	7	16	350	44	124	91	92	12	114	7	82	459	0	6	7	2	16	11	75	9	8	5	5	98	3	15	166	11	3	101	91	7	45	4	10	81	68	9	260	44	95	11	195	7	0	89	4	17	1	128	3	0	0	0	0	5	71	0	44	0	0	0	0	0	0	0	0	0
Zotu191	128	21	0	0	0	225	53	0	0	0	0	412	61	242	95	0	335	292	49	119	32	62	0	0	122	38	135	122	137	0	117	0	28	160	0	0	0	0	0	0	65	0	0	0	0	71	0	0	126	0	0	25	125	0	22	0	0	0	50	0	245	31	150	0	75	0	0	0	0	0	0	40	0	0	0	0	0	0	84	0	60	0	0	0	0	0	0	0	0	0
Zotu175	197	1362	0	0	0	1255	2134	1	65	85	0	2363	2223	46	455	0	72	1981	1928	174	1357	1361	0	0	2093	1539	593	1377	77	2	519	1	1254	2612	0	0	2	54	0	0	2614	2	2	0	0	1665	64	77	227	0	0	1657	1269	2	961	0	0	1	1112	0	58	1808	73	0	1262	46	0	0	1	0	0	1523	0	0	0	0	0	17	62	0	841	0	0	1	0	0	0	0	0	0
Zotu185	0	0	7	658	8	14	0	6	4	2	0	37	0	0	0	6	1	11	0	0	0	0	482	368	0	0	0	0	0	28	0	344	1	0	0	705	808	4	1	7	0	22	725	509	15	0	3	1	0	519	197	0	0	410	0	226	783	7	0	280	0	0	0	314	0	5	0	4	380	23	171	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu858	40	7	0	2	6	18	0	3	3	18	0	20	2	18	21	8	30	34	3	32	16	5	160	3	17	1	25	14	22	1	19	131	18	31	0	0	0	13	8	1	4	1	5	0	2	4	5	9	36	150	0	2	9	2	4	0	1	0	5	2	22	3	24	3	12	4	0	1	3	0	0	16	0	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0
Zotu391	412	64	16	31	5	390	83	12	3	7	0	815	204	493	215	7	594	691	67	372	57	64	94	64	107	56	249	91	114	25	203	61	51	130	0	81	79	3	2	18	257	32	46	68	26	77	1	7	436	68	24	103	90	27	33	25	45	17	56	35	565	136	124	44	82	6	0	13	44	31	37	84	17	0	0	0	0	0	113	0	44	0	0	0	0	0	0	0	0	0
Zotu151	55	99	2	1	52	70	47	0	2	4	0	160	31	19	20	51	22	98	55	45	26	53	3	1	75	43	25	34	35	0	26	2	17	98	0	2	0	5	46	1	56	0	0	0	4	57	0	2	50	2	1	152	29	2	56	2	3	0	34	2	14	45	41	5	32	0	0	1	2	0	0	34	0	0	0	0	0	0	25	0	22	0	0	0	0	0	0	0	0	0
Zotu78	354	683	85	3	940	542	232	22	364	1158	0	907	552	263	400	996	341	699	243	306	300	273	777	7	1300	213	487	513	259	53	447	644	331	1593	0	31	24	581	661	75	727	57	16	12	108	346	303	1027	386	683	16	831	453	6	496	6	5	22	246	13	324	415	251	5	609	332	0	28	8	50	1	421	1	0	0	0	0	11	175	1	204	0	0	0	0	1	0	0	0	0
Zotu366	0	0	1	132	2	0	0	2	0	2	0	1	0	0	0	3	0	0	0	0	0	0	116	66	0	0	0	0	0	9	0	70	0	0	0	133	143	1	0	2	0	4	122	111	1	0	3	0	0	79	51	0	0	66	0	108	198	1	0	53	0	0	0	158	0	0	0	1	71	6	91	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu368	54	56	21	157	10	36	267	28	9	7	0	108	65	213	66	2	245	79	233	54	27	67	126	98	97	187	118	70	33	51	105	92	17	104	0	181	195	12	12	20	77	55	200	132	16	49	4	11	66	135	67	72	61	96	43	112	239	31	56	81	233	36	33	160	57	5	0	26	86	57	90	42	72	0	0	0	0	0	36	0	41	0	0	0	0	0	0	0	0	0
Zotu132	99	57	137	29	625	310	43	48	904	814	0	619	56	26	164	645	33	462	52	108	128	120	33	42	76	35	257	121	87	78	192	32	115	110	0	70	72	480	501	156	64	69	90	48	188	145	831	775	117	43	36	65	123	42	43	24	31	67	103	42	20	41	68	24	49	817	0	60	41	85	10	138	7	0	0	0	0	1	57	0	75	0	0	0	0	0	0	0	0	0
Zotu96	16	94	4	6	4	47	10	2	2	16	0	72	41	88	17	2	79	65	12	5	17	38	4	5	47	7	27	19	12	9	21	2	22	45	0	4	7	7	1	8	57	6	4	3	3	53	0	12	15	5	2	124	8	1	54	1	3	2	31	2	68	27	6	6	23	1	0	3	6	6	2	17	1	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0
Zotu1122	7	2	0	60	0	6	4	0	0	0	0	14	5	11	12	0	15	8	1	4	2	1	66	41	0	0	11	1	7	7	10	47	1	0	0	59	82	0	0	1	10	1	80	52	0	1	1	0	5	50	18	4	3	52	1	42	74	1	1	43	25	6	13	49	1	0	0	2	39	4	22	2	30	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu593	4	21	0	0	0	44	8	0	0	0	0	65	29	99	51	0	128	57	3	4	3	37	0	0	9	7	63	17	0	0	61	0	3	11	0	0	0	0	0	0	37	0	0	0	0	45	0	0	6	0	0	17	11	0	13	0	0	0	20	0	126	30	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu39	276	552	155	1174	708	1020	424	159	98	795	0	2079	227	497	622	670	645	1556	348	240	467	217	1433	1446	590	306	1050	441	435	385	821	1157	496	692	0	2204	2143	445	572	211	314	303	2530	1900	253	308	68	701	333	1468	865	752	347	1302	381	1165	1548	165	199	1053	678	223	438	1149	366	95	0	184	1246	371	836	691	825	0	0	0	0	4	345	0	262	0	0	0	0	2	0	0	0	0
Zotu393	136	81	0	2	0	142	76	0	0	0	12	224	100	186	81	0	279	167	64	151	50	46	6	2	97	75	124	75	168	7	98	8	46	125	0	6	6	1	1	1	105	6	1	2	0	58	0	1	143	1	0	90	69	2	42	0	4	0	43	0	241	88	150	5	55	0	0	0	2	4	2	69	2	13	0	10	0	8	123	12	42	0	0	0	0	7	0	0	0	0
Zotu473	3	17	0	0	0	4	3	0	0	0	0	6	41	4	5	0	6	5	2	2	26	25	0	0	151	7	9	104	422	0	6	1	30	188	0	0	0	0	0	0	47	0	2	0	0	38	1	0	3	0	0	25	96	0	9	0	0	0	18	0	14	33	429	0	76	0	0	0	0	0	1	28	0	0	0	0	0	0	338	0	68	0	0	0	0	0	0	0	0	0
Zotu1728	0	0	4	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	4	0	13	0	0	0	42	33	0	0	4	0	3	18	19	2	0	0	0	0	13	14	0	0	16	0	15	32	1	0	7	0	0	0	6	0	0	0	1	11	4	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2279	37	1	0	0	0	9	4	0	0	0	0	15	0	13	1	0	10	15	2	33	0	1	0	0	0	9	4	5	6	1	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	40	0	0	0	1	0	0	0	2	0	0	0	10	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu314	3	21	219	4	146	3	1	183	172	144	0	1	0	2	0	156	1	4	0	1	28	2	45	43	112	0	0	3	0	186	0	35	20	137	0	10	11	73	108	263	0	205	15	10	211	6	148	99	0	51	25	24	4	7	9	3	6	188	3	34	2	1	2	3	59	146	0	211	22	230	2	25	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
Zotu687	0	0	5	173	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	192	157	0	0	0	0	0	2	0	142	0	0	0	205	204	1	0	1	0	2	182	168	1	0	1	1	0	196	80	0	0	78	0	105	220	2	0	129	1	0	0	145	0	1	0	2	92	6	79	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu66	446	98	3	211	156	431	90	7	11	54	0	929	115	237	604	122	392	693	89	325	62	159	395	370	236	67	899	75	136	0	692	255	63	340	0	112	146	20	133	1	140	0	280	105	1	175	14	23	405	437	204	108	83	143	68	116	415	10	129	291	464	92	136	249	184	7	0	11	176	0	50	76	96	0	0	0	0	1	98	1	52	0	0	1	0	0	0	0	0	0
Zotu72	170	246	14	13	41	431	152	11	17	126	0	718	409	350	261	35	405	551	164	134	129	210	20	7	642	147	327	305	306	11	292	15	154	607	0	25	24	77	19	12	486	4	27	15	10	272	22	93	207	16	14	358	232	9	204	10	5	15	191	15	414	324	254	14	263	18	0	6	10	7	3	192	6	0	0	0	0	1	198	0	113	0	0	1	0	0	0	0	0	0
Zotu276	111	105	145	43	415	246	34	17	98	974	0	417	51	189	72	423	234	279	31	85	61	62	166	84	237	29	131	90	95	62	117	110	65	273	0	106	108	496	278	157	81	28	114	64	165	59	73	829	129	156	42	138	77	74	56	28	35	21	42	67	185	60	85	23	120	105	0	22	54	43	23	104	23	0	0	0	0	1	52	0	25	0	0	0	0	0	0	0	0	0
Zotu128	209	115	1	2	3	310	105	0	3	23	0	472	123	363	152	1	463	364	100	169	85	134	0	2	316	85	229	175	134	1	195	5	98	353	0	6	2	2	3	0	200	0	2	3	2	159	4	11	238	4	2	120	191	1	74	1	0	0	107	3	459	112	133	1	154	3	0	0	2	2	0	114	0	0	0	0	0	2	96	0	79	0	0	0	0	0	0	0	0	0
Zotu74	53	178	300	4	372	60	86	511	122	128	0	112	200	37	83	267	41	102	77	38	55	115	19	67	319	86	111	133	31	614	85	15	53	381	0	25	20	64	223	348	225	551	14	18	338	167	108	128	38	12	36	235	106	9	119	10	14	499	99	42	61	161	34	8	140	104	0	517	8	518	1	90	7	0	0	0	0	2	23	0	67	0	0	0	0	0	0	0	0	0
Zotu71	913	18	3	0	0	774	385	0	0	0	0	1122	67	404	439	0	506	970	458	750	19	35	1	1	73	386	492	37	223	0	504	0	17	67	0	0	2	0	0	1	92	5	0	1	2	49	0	0	973	0	0	33	46	0	15	1	0	0	31	1	410	52	208	0	22	0	0	0	1	0	2	23	0	0	0	0	0	1	122	0	21	0	0	0	0	0	0	0	0	0
Zotu2439	0	0	0	23	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	15	11	0	0	0	0	0	3	0	9	0	0	0	9	15	0	0	1	0	4	19	5	2	1	0	0	0	17	5	0	0	1	0	4	25	0	0	13	0	0	0	19	0	2	0	3	7	3	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1979	0	0	1	0	0	51	1	0	0	0	0	74	5	0	0	0	0	49	2	2	2	7	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	8	0	0	0	0	5	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu215	596	455	7	0	76	518	304	1	2	70	0	967	682	1477	361	68	1922	778	242	451	162	77	2	3	307	246	536	204	81	0	490	0	193	347	0	3	1	41	50	7	807	0	0	0	10	104	3	69	630	0	0	567	165	0	311	2	1	1	79	5	1719	543	82	5	176	3	0	0	2	0	0	196	0	0	0	0	0	2	70	0	95	0	0	0	0	0	0	0	0	0
Zotu1267	3	84	58	0	29	4	0	16	10	68	0	3	62	0	1	41	0	2	0	0	20	39	0	2	152	2	2	30	0	47	2	0	26	205	0	0	0	40	20	78	63	49	1	0	89	35	10	46	1	1	0	98	25	0	47	1	0	19	29	4	0	38	1	1	83	12	0	23	0	35	0	18	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
Zotu25	22	9	636	209	2465	7	0	825	2751	3085	0	15	4	3	0	2380	3	14	1	15	16	17	202	293	323	0	2	4	2	1403	2	150	13	421	2	271	289	1932	1725	843	12	1279	680	234	776	14	2371	2692	19	234	182	13	10	318	7	126	244	932	13	197	2	8	1	147	166	2513	1	909	291	1342	73	23	108	0	2	0	4	1	0	0	3	2	2	8	0	1	7	0	0	0
Zotu158	18	51	0	2	49	81	29	0	0	71	0	139	65	56	7	42	84	115	29	25	42	27	3	3	59	24	13	44	25	2	16	3	30	77	0	5	5	42	26	0	64	0	3	2	0	30	1	62	24	2	0	98	35	4	46	2	8	0	23	2	92	47	28	3	44	0	0	0	1	0	2	33	0	0	0	0	0	1	33	0	16	0	0	0	0	0	0	0	0	0
