NC_N_Root_1	NC_N_Root_2	NC_N_Root_3	NC_N_Shoot_1	NC_N_Shoot_2	NC_N_Shoot_3	SC_N_Root_1	SC_N_Root_2	SC_N_Root_3	SC_N_Shoot_1	SC_N_Shoot_2	SC_N_Shoot_3	NC_Y_Root_1	NC_Y_Root_2	NC_Y_Root_3	NC_Y_Shoot_1	NC_Y_Shoot_2	NC_Y_Shoot_3	SC_Y_Root_1	SC_Y_Root_2	SC_Y_Root_3	SC_Y_Shoot_1	SC_Y_Shoot_2	SC_Y_Shoot_3
AT1G02070	0.5201	-0.3061	0.0881	-2.7137	-2.0322	-1.4185	-2.2674	-1.3836	-1.6388	-4.4868	-2.9349	-2.3831	0.4277	1.4027	0.8075	-1.3861	-2.741	-3.0567	-0.3716	-0.336	-0.7386	-2.8943	-2.3198	-4.6634
AT1G02080	8.1375	8.0561	8.0645	7.4798	7.6405	7.6895	7.9134	7.9239	7.8065	7.6056	7.6058	7.8348	7.9317	8.0289	7.8738	7.5956	7.5428	7.5198	7.8156	7.7747	7.7947	7.6771	7.788	7.5069
AT1G02090	5.0648	5.222	5.1785	5.3492	5.1044	5.1302	5.3415	5.3621	5.4397	5.1909	5.1892	5.2622	5.0263	4.6708	5.0703	5.0659	5.0728	4.8839	5.4266	5.3238	5.4112	5.1483	5.4068	5.5952
AT1G02100	5.976	5.9073	5.8386	5.2463	5.3808	5.3126	5.7156	5.7309	5.7262	5.2764	5.2987	5.2063	5.854	5.8806	5.849	5.4177	5.3665	5.2994	5.6636	5.5718	5.6904	5.1807	5.1959	5.193
AT1G02110	4.8761	4.7826	5.0531	5.2897	4.7547	4.7092	5.1277	5.2194	5.1415	5.0504	4.9043	5.0109	4.6595	4.9083	5.0201	4.7784	4.3904	4.3835	4.7867	4.8648	4.9309	4.7758	4.7825	4.9605
AT1G02120	6.6774	6.6183	6.6699	6.6355	6.7756	6.6043	6.5756	6.5672	6.4829	6.7474	6.8127	6.7028	6.4122	6.4299	6.2653	6.8042	6.709	6.9	6.3621	6.337	6.3405	6.7597	6.6875	6.6168
AT1G02130	5.4758	5.6422	5.6555	5.4732	5.6229	5.5331	5.5843	5.6038	5.5893	5.548	5.6438	5.5346	5.6948	5.7894	5.7979	5.4932	5.4811	5.5642	5.6508	5.5842	5.6583	5.5747	5.5762	5.6162
AT1G02140	6.1394	6.1613	6.2121	6.6159	6.4545	6.4618	6.1443	6.2322	6.4425	6.6119	6.435	6.5184	6.2948	6.259	6.3711	6.6418	6.5375	6.6582	6.4812	6.4234	6.4968	6.503	6.4464	6.6261
AT1G02145	4.7889	4.785	4.5941	4.7375	5.0718	5.2042	4.4978	4.499	4.4633	4.8508	5.1076	4.8322	4.7331	4.6902	4.767	4.8145	4.9469	5.0396	4.5736	4.5476	4.4872	4.898	4.9858	4.9309
AT1G02150	4.6206	4.5633	4.7427	7.2315	6.9778	6.9415	4.5697	4.6619	4.6706	7.3878	7.2404	7.4097	4.9133	4.9886	5.0022	6.9354	6.8931	6.734	4.7997	4.7687	4.6912	7.2397	7.4207	7.536
AT1G02160	3.0562	2.779	2.8467	3.5606	3.2426	3.1619	2.9507	2.8959	3.2865	3.6269	3.4167	3.2893	2.9742	3.1004	2.9375	3.5681	3.4006	3.5727	2.9917	3.0841	2.9023	3.6345	3.472	3.3755
AT1G02170	5.1317	5.1009	5.225	5.2919	4.9002	4.7219	5.0004	5.0347	4.9334	5.011	4.8616	4.9261	5.3455	5.4566	5.1885	5.2433	4.9385	4.9639	5.153	5.0137	5.1415	4.8131	4.8561	4.7981
AT1G02180	1.509	1.4102	1.5322	2.432	2.1938	2.1003	1.4815	1.7693	1.7376	2.5019	2.5569	1.8949	1.8894	1.8439	1.6969	1.9747	1.8796	2.1786	2.0052	2.0281	1.5213	2.235	2.2287	2.0781
AT1G02205	1.0977	1.7446	1.1048	4.7637	4.1856	4.5086	-1.3499	-1.3836	-0.21	4.2308	4.3719	4.3904	0.3227	1.9114	1.1056	3.3881	3.8105	3.8936	-0.5709	-0.6985	-0.0323	3.9512	4.1753	4.4425
AT1G02220	6.3708	6.1936	5.8621	2.7782	2.987	3.0155	5.7957	5.5564	5.3895	1.2411	1.9558	1.361	5.2159	5.4165	5.2088	3.7205	3.9343	3.9168	4.4208	4.4347	4.3645	0.8783	1.4668	1.2193
AT1G02230	3.1235	3.1154	3.0839	-1.1287	-1.3801	-1.6595	3.5933	3.5558	3.196	-1.6795	-0.8195	-0.4571	2.157	1.8265	1.6969	0.6463	1.0032	0.1133	1.0493	0.401	1.2033	-1.3093	0.0021	-1.4935
AT1G02260	4.8387	4.6104	4.3501	4.3109	4.0763	4.0734	4.4529	4.5595	4.2513	4.2714	4.2182	3.8986	4.6406	4.3983	4.3865	4.146	4.1635	4.2623	4.3484	4.4885	4.4832	3.9678	4.1232	4.0679
AT1G02270	4.1542	4.0665	4.0944	5.123	5.142	5.2788	4.1382	3.985	4.2325	5.2664	5.1294	5.2535	4.1891	4.0877	4.1552	5.4865	5.4733	5.3766	4.3868	4.403	4.5233	5.4381	5.4068	5.4902
AT1G02280	3.5449	3.6914	3.7306	6.0244	6.0269	6.1391	3.745	3.679	3.7719	6.2904	6.2753	6.355	3.9324	4.0243	3.8512	6.0711	6.2068	6.1274	3.7854	3.8663	3.8047	6.4209	6.38	6.5828
AT1G02290	3.5773	3.5675	3.7678	3.6262	3.6321	3.9118	3.5371	3.5852	3.3716	3.7846	3.645	3.7001	3.3056	3.6425	3.7563	3.9586	3.6616	3.7203	3.6771	3.4676	3.7035	3.9428	3.6483	3.4294
AT1G02300	2.7314	2.6468	1.6276	3.7159	3.4036	3.5141	-0.0111	-0.0169	0.5915	4.7444	4.8442	4.878	3.1456	3.0032	3.0316	4.0584	3.6953	3.8936	1.8138	1.9426	2.0903	4.3054	4.7048	4.563
AT1G02305	6.8861	7.0772	6.81	6.0578	6.0545	6.0072	6.6478	6.5274	6.583	5.8066	5.8497	5.8428	7.025	7.2169	6.9572	6.2373	6.067	6.4034	6.6339	6.3191	6.5009	5.8211	5.7517	5.4491
AT1G02310	2.8597	3.0444	2.2543	-5.0356	-4.8396	-5.1189	0.7915	0.9076	0.9275	-4.4868	-4.5199	-4.705	2.2169	2.6647	1.8193	-1.1451	-1.156	-1.8343	1.2742	1.5091	1.0796	-4.4793	-4.6417	-2.3415
AT1G02330	5.1335	4.9687	4.9133	4.8546	4.8168	4.8074	4.9301	5.0576	5.2597	4.8238	4.7351	4.8667	4.9557	4.8298	4.7941	4.8073	4.9272	4.7825	4.9769	4.8265	5.0261	4.7899	4.8994	4.9008
AT1G02335	3.8663	4.2282	3.752	1.8099	2.0552	2.2298	3.9528	4.2155	4.1824	1.3958	1.923	2.0092	3.6849	3.8885	4.0189	1.6623	2.4685	2.2532	4.4703	4.3417	4.2733	2.3662	1.9582	0.9513
AT1G02340	0.6475	1.4595	0.3898	3.4997	3.9186	3.9499	-0.4832	-1.2393	-0.385	4.6086	4.7862	4.6894	2.8091	3.1148	2.5841	3.0674	3.0612	3.772	0.289	-0.1367	0.6282	4.2247	4.2501	4.179
AT1G02350	-0.6442	-0.3909	-0.4802	1.9069	1.6362	1.481	-0.9138	-0.5023	-0.1298	1.853	1.6299	1.6348	-0.3608	-0.5857	-0.2653	0.7091	1.9029	1.1397	-0.9334	0.0384	-1.286	1.7106	1.5871	2.4347
AT1G02360	6.1349	6.2287	6.0686	1.5643	1.0431	1.0709	6.064	5.7752	5.4673	1.8882	1.4574	1.4447	5.9408	5.6884	5.8215	3.6016	4.2522	3.1199	5.8485	5.4435	5.3545	2.3662	2.4978	1.359
AT1G02370	3.4607	3.3558	3.7252	3.0358	3.2742	3.4995	3.626	3.8543	3.612	3.3897	3.4167	3.4498	3.7622	3.5713	3.5876	3.5076	3.3078	3.364	3.4784	3.674	3.7717	3.6552	3.7804	3.8641
AT1G02380	1.6777	1.5305	0.6391	0.5791	0.9418	1.0709	0.972	1.0827	1.2306	2.1131	1.7089	1.8949	1.3091	1.7363	1.3197	1.2206	1.4128	0.913	1.8542	1.2129	1.4229	1.1355	1.4244	2.575
AT1G02390	1.7739	1.7446	2.0106	2.9587	3.4036	3.3282	2.5226	2.3514	2.5373	2.3587	1.3627	1.9243	1.1026	1.1467	1.8654	2.3344	2.9315	2.8898	0.9031	1.2129	1.2033	1.5868	1.5871	2.3253
AT1G02400	4.427	4.6666	4.1952	0.9417	0.2897	0.714	4.2544	4.0741	4.0249	0.0367	0.6896	0.9674	4.766	4.7281	4.64	2.8618	3.8228	2.6345	4.54	4.6889	4.8854	0.8062	1.8012	-0.1398
AT1G02405	-5.5022	-5.4353	-5.3382	-0.5121	-0.9327	-0.0745	-5.4374	-5.6316	-5.3392	-0.7864	-0.272	-0.6176	-5.4052	-5.5398	-2.8013	0.9874	0.665	0.2164	-2.5184	-5.0909	-3.4015	0.8062	-1.4718	0.6942
AT1G02410	4.0958	3.9332	3.9074	4.5361	4.7622	4.5447	4.2752	4.3006	4.2588	4.4933	4.4716	4.3529	3.8871	3.9093	3.9129	4.6761	4.5755	4.5703	3.602	3.813	3.8176	4.3942	4.389	4.524
AT1G02420	2.1488	1.7643	2.41	2.0833	2.1717	2.428	2.4875	2.573	2.1606	2.6112	2.599	2.5334	2.3159	2.4317	2.2077	2.4674	2.8258	2.4137	2.409	2.2401	1.9793	2.7007	2.558	2.1821
AT1G02430	1.6167	1.4595	1.482	-5.0356	-4.8396	-5.1189	1.7818	1.9758	2.0445	-4.4868	-4.5199	-4.705	1.4403	-0.048	0.8991	-3.2606	-5.0629	-1.4717	1.8341	1.5957	1.755	-4.4793	-3.0567	-4.6634
AT1G02440	0.6475	0.587	0.5445	-5.0356	-2.5176	-3.5339	0.7124	1.1886	1.8206	-4.4868	-4.5199	-4.705	0.4774	-0.048	-1.0358	-1.6756	-1.893	-2.3197	1.2134	1.1759	0.5054	-2.8943	-1.4718	-4.6634
AT1G02450	1.2392	0.9045	1.7599	-0.9482	-1.6697	-2.797	2.8801	2.6492	3.2115	-1.0274	-1.35	-1.8977	-1.4983	-2.3699	-1.6638	-0.0906	1.0032	-0.2493	-1.8663	-1.3904	-1.8166	-1.3093	0.2163	-2.3415
AT1G02460	3.4549	3.388	3.3658	1.0729	0.4458	0.0104	3.0744	2.3628	2.8555	2.021	1.923	2.1151	2.8188	3.3997	3.3646	2.2734	2.9539	1.5482	2.1419	2.2401	1.6134	1.1932	1.6621	1.9065
AT1G02470	-0.1447	-0.9118	-1.2507	0.519	0.1146	0.3074	-1.5305	-2.1721	-0.9469	-0.3994	-0.8195	-0.1815	-1.9458	-1.633	-2.8013	1.6302	1.9483	1.8662	-1.4189	-3.5059	-1.5271	-0.7788	-0.7348	-0.0195
AT1G02475	1.9156	1.7838	1.3483	6.1902	6.2352	6.3183	2.1551	1.6446	1.6942	5.93	5.681	5.8695	2.343	2.3243	2.0959	6.172	6.2517	6.2418	1.64	1.2842	1.5213	5.8234	5.7495	5.6887
AT1G02500	9.7312	9.8019	10.061	8.7399	8.4317	8.4121	10.5131	10.2831	10.2656	8.3979	8.4608	8.4818	9.7025	9.8709	9.9436	8.7766	8.5135	8.4885	10.1652	9.7787	10.0409	8.4953	8.4326	8.3354
AT1G02520	8.0212	7.9094	8.1067	-0.3918	-0.316	0.0104	7.9115	7.8193	7.5371	0.3711	0.235	-0.3127	7.5712	7.7842	7.7075	-0.322	-0.815	-0.2493	7.5409	7.3957	7.4758	0.4749	-0.3938	-1.2039
AT1G02530	1.2922	0.7545	1.2912	-2.2283	-2.0322	-1.4185	1.0056	0.9076	1.0006	-1.6795	-1.35	-3.1201	1.0042	0.8695	0.4915	-1.3861	-1.156	-0.9412	1.64	1.5385	1.2423	-2.1573	-1.1823	-3.0784
AT1G02560	5.6213	5.6501	5.6298	8.1392	8.026	8.0904	5.8851	5.8067	5.9663	8.1959	8.1963	8.3416	5.6935	5.8028	5.849	8.2126	8.1504	8.2412	5.8696	5.8641	5.8136	8.2026	8.271	8.3992
AT1G02570	1.8107	2.2858	1.482	-5.0356	-4.8396	-5.1189	2.4018	1.6446	1.4552	-4.4868	-4.5199	-4.705	1.9257	1.5997	2.0764	-4.8455	-5.0629	-4.6416	2.5508	1.5091	1.9083	-2.8943	-4.6417	-4.6634
AT1G02575	-0.9787	-0.0778	-0.9458	-5.0356	-4.8396	-5.1189	-1.045	-1.2393	-0.1298	-4.4868	-4.5199	-4.705	0.7446	0.0147	0.854	-4.8455	-5.0629	-4.6416	1.9127	0.8864	1.755	-4.4793	-4.6417	-4.6634
AT1G02580	-0.6442	-0.2259	0.2164	-5.0356	-4.8396	-5.1189	0.9377	0.0409	0.7268	-4.4868	-4.5199	-4.705	0.2095	0.1881	-0.169	-2.0382	-0.5393	-0.3937	-2.1558	-1.0034	-2.1791	-4.4793	-3.0567	-4.6634
AT1G02610	2.0902	2.5247	1.5807	-1.5762	-0.7521	-1.0314	1.4815	1.9307	1.375	1.0678	1.5462	1.2722	3.0583	2.7222	2.1529	-0.5976	-0.0185	0.1133	0.9031	1.5385	1.4229	0.5651	0.6437	1.0645
AT1G02640	4.9272	5.2184	5.4209	3.2727	2.5951	2.7453	4.9474	5.4053	5.2928	2.7893	3.5623	3.4294	6.581	6.4513	5.7479	2.5382	3.122	3.0237	5.2545	5.1051	5.0783	2.9216	2.8095	2.4965
AT1G02650	-0.4578	-0.6804	-0.2089	0.0088	-0.1957	-0.475	-0.7935	0.1498	-0.1298	-1.0274	-0.4324	0.0498	-1.0129	-1.2919	-1.2164	0.0125	-0.9754	-2.3197	-0.9334	-1.6314	-1.5271	0.0443	1.0862	1.1695
AT1G02660	3.0485	3.3623	2.9333	1.1141	0.6523	1.2905	2.8341	2.3628	2.7952	2.3333	2.599	2.7948	3.4434	3.8287	3.6416	2	2.838	2.4773	2.5751	2.4405	2.8014	2.9216	2.6712	1.9948
AT1G02670	0.2257	0.5419	0.2766	0.6923	0.2048	0.8118	0.2906	0.7083	0.5434	1.1279	0.8377	1.5617	0.3762	0.0147	0.0862	0.8824	0.2225	0.0022	-0.1965	0.3354	0.6859	0.7302	0.2163	1.1695
AT1G02680	3.1524	3.1757	2.9519	3.2636	3.4504	3.3116	3.2173	3.3428	3.1882	3.4498	3.0423	3.3118	3.1835	3.1431	3.2387	3.1601	3.5555	3.503	3.1701	3.1137	2.9851	2.9386	2.7592	3.3422
AT1G02690	5.1816	5.1202	5.4668	3.568	3.4036	3.4623	5.5981	5.9139	5.5609	3.7468	3.6944	3.683	4.9666	4.957	5.0923	3.3294	3.4006	2.8096	5.2843	5.2961	5.3116	3.36	3.5332	3.4188
AT1G02700	-2.3323	-1.043	-1.0902	-1.3352	-1.3801	-5.1189	-2.63	-2.1721	-3.7543	-2.1649	-1.7125	-1.5351	-0.8816	-1.0163	0.2343	-3.2606	-1.6035	-2.3197	-0.8022	-1.184	-1.8166	-1.6719	-4.6417	-0.7565
AT1G02720	3.2626	3.2264	3.3932	3.4279	3.4869	3.3282	3.5542	3.5308	3.5403	3.7658	3.6145	3.6124	3.3261	3.1778	3.4275	3.5511	3.3337	3.1199	3.4719	3.5638	3.4852	3.82	3.6937	4.0948
AT1G02730	5.2502	5.1636	5.3991	4.9854	4.6301	5.0422	5.9284	6.0667	5.9234	5.3912	5.3825	5.5105	4.8698	5.1991	5.102	4.5995	4.687	4.143	5.6204	5.5007	5.5459	4.6319	4.7092	4.6151
AT1G02740	3.7242	3.5731	3.4333	3.2998	3.3253	3.4318	3.4175	3.6469	3.4841	3.4019	3.6145	3.519	3.3663	3.3397	3.3565	3.4071	3.4409	3.0094	3.0879	3.405	3.3578	3.4923	3.6298	3.6266
AT1G02750	3.4779	3.6653	3.3518	3.6752	3.5741	3.5919	3.3668	3.5803	3.2718	3.4732	3.1312	3.3229	3.8164	3.7432	3.3403	3.4445	4.0741	3.83	3.3145	3.1039	3.2662	3.4095	3.2348	3.5987
AT1G02770	-1.1099	-1.1874	-3.7532	0.0088	-0.1957	-0.1647	-3.8524	-4.0466	-3.0173	-0.5799	-1.7125	-1.8977	-1.7048	-1.633	-0.7309	0.2838	0.2225	0.4028	-5.3258	-3.5059	-3.4015	-1.0198	-0.5542	-0.1398
AT1G02780	9.3093	9.1459	9.419	9.6802	9.2227	9.2929	9.6767	9.8235	9.827	9.4959	9.3286	9.4206	9.1371	9.0815	9.275	9.42	9.2742	9.2447	9.4591	9.4941	9.4331	9.348	9.3415	9.5062
AT1G02800	-2.6949	-3.1134	-2.5308	1.7059	1.3502	1.8469	-3.1154	-2.4616	-1.8798	1.8882	2.05	2.0894	-3.0833	-2.3699	-3.5383	0.8269	0.429	0.2164	-2.1558	-2.7689	-2.6646	0.2756	0.5677	1.6765
AT1G02810	4.2069	4.2424	4.5058	-5.0356	-0.9327	-2.3115	4.8721	4.8988	4.5449	-1.0274	-2.198	-0.4571	4.1929	3.5661	3.8963	-1.6756	-5.0629	-2.3197	4.7657	4.7213	4.6116	-1.3093	-2.3198	-1.2039
AT1G02816	4.1578	4.2459	4.2184	3.1591	3.6321	3.55	4.096	4.0878	4.0723	2.7323	2.6798	2.7626	3.6849	3.942	3.9509	3.0911	3.5333	3.4617	3.7749	3.6472	3.6895	2.8336	2.3241	2.5558
AT1G02820	-3.9173	-2.2654	-2.5308	6.7388	6.7911	6.8033	-2.63	-2.4616	-3.0173	5.1297	4.5163	4.2579	-3.0833	-1.2919	-5.1232	6.7038	7.0718	6.7143	-1.8663	-2.7689	-2.1791	4.5895	5.2271	5.8093
AT1G02840	7.6292	7.6123	7.5809	7.2917	7.0118	6.9662	7.2921	7.3608	7.42	7.0215	7.0042	7.0385	7.5593	7.5251	7.4108	6.9089	6.9032	6.7935	7.3513	7.3637	7.3176	6.9157	6.9352	7.1306
AT1G02850	6.799	6.4958	6.6373	3.8067	4.1291	4.0026	6.4495	6.4166	6.2667	3.1498	2.5569	2.9316	5.4126	5.4495	5.2354	3.9905	3.6752	3.9914	4.4605	4.6624	4.6771	1.7106	2.2531	2.1821
AT1G02860	5.1921	5.3485	4.8701	3.217	3.4778	3.5357	4.0764	4.2186	4.4889	3.0754	3.1454	3.1215	5.9319	5.6592	5.4052	3.5765	3.8708	3.5132	5.1429	5.1677	5.0565	3.0521	3.0518	2.9877
AT1G02870	4.7634	4.458	4.8052	4.3329	3.7788	3.9765	4.9667	5.0921	5.1814	3.9929	4.1276	3.8762	4.4512	4.4977	4.6266	4.3809	4.1294	4.013	4.6897	4.8677	4.7329	4.3505	4.327	4.7566
AT1G02880	5.0514	5.1393	4.9204	4.1956	4.3127	4.322	4.908	4.8653	4.9193	4.5657	4.5052	4.3904	5.0634	4.9041	4.8237	4.8287	4.8365	4.7269	4.8404	4.9439	4.9309	4.2922	4.3327	4.2284
AT1G02890	7.3281	7.3421	7.3629	6.9305	7.0826	7.04	7.2278	7.198	7.0026	6.8985	7.0323	7.0343	7.1308	7.2629	7.0822	6.9048	6.7885	6.8854	7.006	6.9339	7.011	7.0604	7.0267	6.7986
AT1G02900	5.5925	5.6097	5.4636	0.2498	-0.0847	0.3074	6.0779	5.8836	5.8998	-0.7864	-0.1276	1.0763	5.7401	5.5443	5.6425	0.8824	0.0664	0.7159	5.9521	5.9986	6.024	0.947	0.6437	-0.9629
AT1G02910	3.9345	3.6334	3.6647	6.1548	6.1667	6.1578	3.3407	3.0792	3.5218	6.3084	6.1779	6.3496	3.8404	3.8674	3.6809	6.0148	6.0976	6.0597	3.3642	3.5128	3.4523	6.2134	6.3772	6.4393
AT1G02920	9.1728	8.8433	8.8611	5.6019	5.0231	5.1278	8.2026	8.031	7.8764	6.1525	5.4955	5.2679	8.9184	9.2849	9.0023	7.239	8.0369	7.46	8.4955	7.9209	7.94	6.2831	7.0134	5.6255
AT1G02930	7.1858	6.8058	6.8087	6.116	5.8088	5.6893	6.8121	6.5172	6.3866	6.1489	5.7149	5.6248	7.4247	7.7901	7.2661	7.2462	7.9199	7.3078	6.7467	6.4253	6.3224	6.3241	7.5453	5.9632
AT1G02950	3.9715	4.1212	3.8786	1.3738	1.5355	1.8469	3.8129	3.7968	3.7926	1.9226	1.9558	1.67	3.5519	3.7386	4.029	1.9489	1.0032	1.3807	4.034	4.0965	4.4335	2.0906	1.9582	0.8912
AT1G02960	4.1434	4.0625	3.8931	4.5587	4.6702	4.5902	3.72	3.5706	3.7614	4.516	4.6068	4.4523	3.985	4.0432	3.8397	4.4651	4.2294	4.4379	3.5166	3.4979	3.541	4.4186	4.4642	4.5678
AT1G02970	1.6167	1.9993	2.2543	1.6226	1.8186	1.451	2.3892	2.5333	2.4223	2.3076	2.2745	1.8028	1.6501	1.4027	1.5633	1.4213	1.2769	1.4669	1.9689	2.2929	2.1325	1.9301	1.508	2.1568
AT1G02990	5.2468	5.4156	5.244	4.8607	5.0323	5.3538	5.2948	5.2021	5.2653	5.3413	5.3019	5.2477	5.3168	5.4453	5.283	4.989	5.1331	5.0255	5.2936	5.2896	5.229	5.3552	5.1673	5.2177
AT1G03000	4.832	4.9983	4.7664	5.2277	5.4284	5.3354	4.4499	4.627	4.4073	5.594	5.6613	5.593	4.9446	4.9689	4.7301	4.9858	5.0677	5.0396	4.6813	4.6624	4.7122	5.4937	5.6655	5.3659
AT1G03010	3.3464	3.4805	3.4067	0.7457	0.7751	0.6625	3.2029	3.2233	2.7106	-0.7864	-0.272	-0.1815	3.5806	3.9935	3.7254	0.8824	-0.0185	0.9731	3.7268	3.4752	3.5872	0.5651	-0.2494	-3.0784
AT1G03020	-3.1803	-2.628	-3.7532	0.6368	1.1377	1.1479	-5.4374	-4.0466	-3.7543	0.9394	-0.613	1.0229	-3.0833	-2.7325	-2.8013	0.4399	0.9144	0.3126	-2.1558	-0.8429	-2.1791	1.0126	1.2409	1.4451
AT1G03030	4.3635	4.3145	4.1274	3.9616	3.8643	4.0181	4.2786	4.3977	4.551	4.0406	3.6847	3.8067	4.0522	3.95	4.0789	3.8926	4.1731	4.0553	4.073	4.0255	4.1859	3.5597	3.7114	3.3534
AT1G03040	6.1751	6.0769	6.2227	5.7084	5.5147	5.4347	6.1584	5.9119	6.0374	5.4034	5.3209	5.389	5.9003	6.0286	6.041	5.6927	5.4695	5.527	5.8867	6.0222	6.0072	5.4351	5.2786	5.2024
AT1G03055	-2.0428	-2.628	-2.5308	3.3948	3.9385	3.6124	-2.63	-3.3096	-2.5319	3.438	3.0874	3.3877	-3.8202	-2.3699	-2.3159	2.848	3.299	2.826	-1.8663	-0.8429	-1.8166	3.1132	3.4404	3.9402
AT1G03060	7.3909	7.4287	7.5305	6.53	6.5735	6.6792	7.5286	7.4693	7.4133	6.7474	6.7799	6.9581	7.5015	7.4865	7.4922	6.7706	6.7287	6.764	7.6513	7.4887	7.6862	6.7705	6.8979	6.4471
AT1G03070	1.6373	1.8221	1.5807	-0.1776	-0.4473	-0.5953	1.9114	1.6993	1.2306	-0.5799	-0.8195	-1.2456	0.4774	1.537	0.3686	0.1087	-0.6706	-4.6416	1.182	1.249	1.2033	-0.2313	-3.0567	-0.7565
AT1G03080	8.0894	8.0654	8.019	6.9021	7.0488	7.0694	8.0656	7.842	7.7966	7.0045	7.0022	6.9338	8.0838	8.2003	8.0574	7.4614	7.5803	7.559	8.0494	7.9945	8.0284	6.9807	6.7306	6.6793
AT1G03090	5.7499	6.2577	5.6918	4.8332	4.6054	4.5798	5.4867	5.5213	5.5789	4.2978	4.5052	4.4674	7.5815	7.2434	6.7179	5.136	5.083	5.1282	5.5377	5.6208	5.6726	3.8914	3.9013	3.3755
AT1G03100	2.1344	1.9655	2.1617	1.9302	1.8186	1.9364	2.1249	2.3284	2.4223	2.5466	2.7562	2.3284	1.2813	1.62	2.0764	1.9489	1.8796	2.3242	2.3816	2.2579	2.2327	2.3662	2.1527	2.9291
AT1G03110	3.8443	3.6281	3.9449	3.568	3.8643	4.0181	4.0764	4.1612	4.0028	4.405	4.2778	4.3145	3.9978	4.0167	4.108	3.9586	3.9229	3.6667	4.2115	4.282	4.1709	4.3441	4.5307	4.5485
AT1G03130	-0.076	1.1646	0.3898	9.7893	9.83	9.7197	0.5399	0.4345	0.8896	10.3169	10.2387	10.3143	1.0042	1.4936	1.1805	9.4451	9.5629	9.4126	0.3467	0.6905	1.2033	10.1986	10.3333	10.5121
AT1G03140	5.8044	5.7965	5.9245	5.6127	5.2252	5.3538	5.963	6.0457	6.0812	5.3413	5.3114	5.3731	5.9736	6.0362	5.9177	5.3652	5.2624	5.4123	5.7207	5.6946	5.6797	5.2229	5.4733	5.1359
AT1G03150	3.7622	3.6653	3.6131	4.2147	4.3228	4.4299	3.7048	3.7586	3.7771	4.1962	4.1631	4.2636	3.5806	3.225	3.635	4.2499	4.4936	4.4218	3.504	3.6607	3.7981	4.0792	4.2194	4.453
AT1G03160	3.1947	3.1831	3.3236	6.6808	6.7875	6.6555	3.3603	3.3769	3.4841	6.8855	6.7533	6.9147	3.3663	3.4173	3.4504	6.6912	6.5467	6.5672	3.4654	3.6806	3.6171	6.8285	6.896	6.779
AT1G03170	-0.8584	-0.2259	0.8517	-1.1287	-1.6697	-1.4185	-1.1894	-1.108	-0.9469	-1.3169	-2.9349	-3.1201	-0.451	-0.048	0.303	-0.4532	-1.3625	-0.7347	-5.3258	-1.0034	-1.286	-4.4793	-3.0567	-3.0784
AT1G03180	2.2593	1.8408	1.881	1.2682	1.3502	1.1479	2.2974	1.8841	2.2532	1.005	1.7089	1.7043	1.8332	1.6401	1.7716	1.3833	1.4449	0.4028	1.4944	1.828	1.6429	1.4515	1.834	1.8444
AT1G03190	4.3448	4.3378	4.1637	4.1418	4.0028	4.0435	4.1865	4.1014	4.1586	3.952	4.0538	3.8986	3.928	3.9935	3.7746	3.8375	3.7857	3.9694	4.0163	3.9993	4.005	3.9344	4.0342	3.9178
AT1G03200	3.5394	3.6495	2.8467	0.9868	1.3502	1.5676	2.511	2.3963	2.5856	0.7986	0.5245	1.1776	3.0169	2.9318	2.6383	1.3443	1.0868	1.5482	2.488	2.2929	2.3444	1.2487	0.973	-0.4155
AT1G03210	5.1781	5.0353	4.9736	3.9157	3.3253	3.6192	4.8721	4.9335	4.9287	3.7753	3.7137	3.6033	4.986	4.8621	4.8753	4.0882	4.0272	4.2683	4.9814	5.1724	5.1492	3.6756	3.6575	3.1504
AT1G03220	9.2731	9.6808	9.4148	5.3513	5.119	5.0746	9.3011	8.9865	9.0319	6.0572	6.1356	6.0869	10.1145	10.1142	9.9899	5.4843	5.5361	5.3371	9.5669	9.1856	9.3908	6.1834	6.1454	5.7744
AT1G03230	6.0041	5.8973	6.4362	4.0115	3.6957	3.6723	7.2112	7.1302	7.3709	4.499	4.777	4.6056	5.8302	5.7287	6.0131	3.8722	3.7857	3.503	6.2848	6.3433	6.1853	4.3377	4.4217	3.6986
AT1G03250	4.0846	4.0665	3.8883	4.9909	4.9854	4.9672	4.1644	4.081	4.1546	5.1334	5.2433	5.1761	4.338	4.1761	4.1032	5.1502	5.1575	5.1833	4.6182	4.4733	4.5074	5.1519	5.2546	5.248
AT1G03260	2.9114	3.0282	2.9793	3.2998	3.0369	3.4164	3.0343	2.6858	2.9691	3.1205	3.4401	3.255	2.9212	2.948	3.0214	3.5765	3.4409	3.2471	3.2704	2.7733	3.0957	3.7639	3.5432	3.5314
AT1G03270	2.1913	2.172	2.1295	2.5864	2.5441	2.4433	1.7426	2.2449	2.0445	2.6112	2.8288	2.9316	1.9077	1.9278	1.6449	2.294	2.3208	2.0998	1.7077	1.9426	1.755	2.972	2.8421	2.914
AT1G03280	5.525	5.6515	5.6413	5.6199	5.5856	5.5859	5.3756	5.4352	5.3724	5.3696	5.456	5.5441	5.4782	5.4396	5.4033	5.482	5.4057	5.4392	5.4013	5.3511	5.3831	5.4559	5.5543	5.5103
